date,customer_id,product,quantity,unit_price,total_value,month
2023-01-01,Customer_032,Chicken Dips,43,31.25,1343.82,1
2023-01-01,Customer_032,Cheese Dips,52,21.87,1137.2,1
2023-01-01,Customer_032,Drinks,5,8.73,43.65,1
2023-01-01,Customer_032,Sauces,27,15.06,406.67,1
2023-01-01,Customer_032,Frozen Items,32,41.09,1315.04,1
2023-01-01,Customer_033,Chicken Dips,47,6.95,326.79,1
2023-01-01,Customer_033,Cheese Dips,47,49.68,2335.12,1
2023-01-01,Customer_033,Drinks,23,16.38,376.84,1
2023-01-01,Customer_033,Sauces,31,48.62,1507.18,1
2023-01-01,Customer_033,Frozen Items,11,12.48,137.28,1
2023-01-01,Customer_034,Chicken Dips,27,36.31,980.33,1
2023-01-01,Customer_034,Cheese Dips,24,33.24,797.76,1
2023-01-01,Customer_034,Drinks,43,22.29,958.43,1
2023-01-01,Customer_034,Sauces,38,7.05,267.71,1
2023-01-01,Customer_034,Frozen Items,9,47.77,429.92,1
2023-01-01,Customer_035,Chicken Dips,33,22.75,750.86,1
2023-01-01,Customer_035,Cheese Dips,19,32.91,625.21,1
2023-01-01,Customer_035,Drinks,47,12.64,593.87,1
2023-01-01,Customer_035,Sauces,5,25.87,129.33,1
2023-01-01,Customer_035,Frozen Items,47,15.32,720.17,1
2023-01-01,Customer_036,Chicken Dips,9,48.85,439.63,1
2023-01-01,Customer_036,Cheese Dips,12,6.45,77.45,1
2023-01-01,Customer_036,Drinks,34,18.93,643.58,1
2023-01-01,Customer_036,Sauces,11,32.13,353.38,1
2023-01-01,Customer_036,Frozen Items,38,42.01,1596.54,1
2023-01-01,Customer_037,Chicken Dips,33,23.75,783.71,1
2023-01-01,Customer_037,Cheese Dips,45,32.6,1467.17,1
2023-01-01,Customer_037,Drinks,44,8.72,383.84,1
2023-01-01,Customer_037,Sauces,24,29.82,715.71,1
2023-01-01,Customer_037,Frozen Items,18,6.19,111.36,1
2023-01-01,Customer_038,Chicken Dips,31,39.99,1239.76,1
2023-01-01,Customer_038,Cheese Dips,32,49.43,1581.68,1
2023-01-01,Customer_038,Drinks,23,21.95,504.92,1
2023-01-01,Customer_038,Sauces,49,22.14,1084.86,1
2023-01-01,Customer_038,Frozen Items,16,42.31,677.0,1
2023-01-01,Customer_039,Chicken Dips,38,42.72,1623.54,1
2023-01-01,Customer_039,Cheese Dips,2,6.66,13.31,1
2023-01-01,Customer_039,Drinks,2,5.62,11.23,1
2023-01-01,Customer_039,Sauces,42,43.91,1844.33,1
2023-01-01,Customer_039,Frozen Items,16,29.05,464.73,1
2023-01-01,Customer_040,Chicken Dips,5,49.85,249.24,1
2023-01-01,Customer_040,Cheese Dips,5,31.33,156.66,1
2023-01-01,Customer_040,Drinks,31,47.51,1472.95,1
2023-01-01,Customer_040,Sauces,31,22.0,682.1,1
2023-01-01,Customer_040,Frozen Items,40,25.27,1010.98,1
2023-01-01,Customer_041,Chicken Dips,31,47.93,1485.9,1
2023-01-01,Customer_041,Cheese Dips,35,15.29,535.11,1
2023-01-01,Customer_041,Drinks,0,39.06,0.0,1
2023-01-01,Customer_041,Sauces,19,21.12,401.23,1
2023-01-01,Customer_041,Frozen Items,8,6.0,47.99,1
2023-01-01,Customer_042,Chicken Dips,52,28.41,1477.52,1
2023-01-01,Customer_042,Cheese Dips,30,42.41,1272.35,1
2023-01-01,Customer_042,Drinks,32,43.35,1387.14,1
2023-01-01,Customer_042,Sauces,10,48.56,485.59,1
2023-01-01,Customer_042,Frozen Items,39,31.55,1230.37,1
2023-01-01,Customer_043,Chicken Dips,9,38.98,350.83,1
2023-01-01,Customer_043,Cheese Dips,14,33.77,472.8,1
2023-01-01,Customer_043,Drinks,18,45.64,821.55,1
2023-01-01,Customer_043,Sauces,38,20.78,789.5,1
2023-01-01,Customer_043,Frozen Items,24,33.65,807.58,1
2023-01-01,Customer_044,Chicken Dips,6,45.69,274.12,1
2023-01-01,Customer_044,Cheese Dips,36,29.64,1066.86,1
2023-01-01,Customer_044,Drinks,5,40.26,201.32,1
2023-01-01,Customer_044,Sauces,27,28.56,771.18,1
2023-01-01,Customer_044,Frozen Items,10,47.73,477.28,1
2023-01-01,Customer_045,Chicken Dips,18,25.67,462.07,1
2023-01-01,Customer_045,Cheese Dips,32,27.15,868.65,1
2023-01-01,Customer_045,Drinks,11,25.66,282.27,1
2023-01-01,Customer_045,Sauces,6,32.94,197.62,1
2023-01-01,Customer_045,Frozen Items,16,19.79,316.7,1
2023-01-01,Customer_046,Chicken Dips,30,29.18,875.31,1
2023-01-01,Customer_046,Cheese Dips,8,10.76,86.1,1
2023-01-01,Customer_046,Drinks,24,36.4,873.48,1
2023-01-01,Customer_046,Sauces,38,13.18,501.01,1
2023-01-01,Customer_046,Frozen Items,25,23.52,588.12,1
2023-01-01,Customer_047,Chicken Dips,27,28.19,761.01,1
2023-01-01,Customer_047,Cheese Dips,3,32.09,96.26,1
2023-01-01,Customer_047,Drinks,20,6.84,136.78,1
2023-01-01,Customer_047,Sauces,23,20.53,472.16,1
2023-01-01,Customer_047,Frozen Items,40,12.97,518.62,1
2023-01-01,Customer_048,Chicken Dips,10,29.69,296.92,1
2023-01-01,Customer_048,Cheese Dips,44,25.74,1132.34,1
2023-01-01,Customer_048,Drinks,41,45.24,1854.83,1
2023-01-01,Customer_048,Sauces,39,27.65,1078.5,1
2023-01-01,Customer_048,Frozen Items,46,9.15,421.04,1
2023-01-01,Customer_049,Chicken Dips,25,35.95,898.76,1
2023-01-01,Customer_049,Cheese Dips,46,44.31,2038.31,1
2023-01-01,Customer_049,Drinks,0,17.46,0.0,1
2023-01-01,Customer_049,Sauces,10,8.8,88.03,1
2023-01-01,Customer_049,Frozen Items,29,13.3,385.8,1
2023-01-31,Customer_000,Chicken Dips,45,26.8,1206.16,2
2023-01-31,Customer_000,Cheese Dips,37,39.2,1450.33,2
2023-01-31,Customer_000,Drinks,21,37.42,785.89,2
2023-01-31,Customer_000,Sauces,51,6.65,339.19,2
2023-01-31,Customer_000,Frozen Items,14,10.99,153.86,2
2023-01-31,Customer_001,Chicken Dips,22,45.28,996.25,2
2023-01-31,Customer_001,Cheese Dips,39,25.13,980.21,2
2023-01-31,Customer_001,Drinks,20,22.87,457.45,2
2023-01-31,Customer_001,Sauces,30,38.18,1145.5,2
2023-01-31,Customer_001,Frozen Items,19,30.38,577.19,2
2023-01-31,Customer_002,Chicken Dips,10,14.52,145.15,2
2023-01-31,Customer_002,Cheese Dips,32,29.09,930.88,2
2023-01-31,Customer_002,Drinks,43,45.07,1938.17,2
2023-01-31,Customer_002,Sauces,42,26.33,1105.8,2
2023-01-31,Customer_002,Frozen Items,32,40.51,1296.41,2
2023-01-31,Customer_003,Chicken Dips,3,8.91,26.73,2
2023-01-31,Customer_003,Cheese Dips,26,31.41,816.6,2
2023-01-31,Customer_003,Drinks,8,31.39,251.15,2
2023-01-31,Customer_003,Sauces,25,22.04,551.12,2
2023-01-31,Customer_003,Frozen Items,47,21.34,1002.92,2
2023-01-31,Customer_004,Chicken Dips,38,32.34,1228.92,2
2023-01-31,Customer_004,Cheese Dips,44,27.42,1206.53,2
2023-01-31,Customer_004,Drinks,6,32.26,193.56,2
2023-01-31,Customer_004,Sauces,20,5.34,106.78,2
2023-01-31,Customer_004,Frozen Items,36,11.88,427.63,2
2023-01-31,Customer_005,Chicken Dips,17,26.95,458.17,2
2023-01-31,Customer_005,Cheese Dips,28,45.35,1269.92,2
2023-01-31,Customer_005,Drinks,49,7.32,358.86,2
2023-01-31,Customer_005,Sauces,31,36.36,1127.26,2
2023-01-31,Customer_005,Frozen Items,33,10.04,331.38,2
2023-01-31,Customer_006,Chicken Dips,42,30.92,1298.64,2
2023-01-31,Customer_006,Cheese Dips,30,5.24,157.16,2
2023-01-31,Customer_006,Drinks,20,16.61,332.11,2
2023-01-31,Customer_006,Sauces,21,37.53,788.14,2
2023-01-31,Customer_006,Frozen Items,51,37.33,1903.86,2
2023-01-31,Customer_007,Chicken Dips,9,26.45,238.03,2
2023-01-31,Customer_007,Cheese Dips,40,13.42,536.68,2
2023-01-31,Customer_007,Drinks,11,36.99,406.92,2
2023-01-31,Customer_007,Sauces,23,27.84,640.38,2
2023-01-31,Customer_007,Frozen Items,8,28.84,230.74,2
2023-01-31,Customer_008,Chicken Dips,38,32.48,1234.16,2
2023-01-31,Customer_008,Cheese Dips,22,31.16,685.43,2
2023-01-31,Customer_008,Drinks,6,19.43,116.57,2
2023-01-31,Customer_008,Sauces,26,7.33,190.63,2
2023-01-31,Customer_008,Frozen Items,14,25.44,356.19,2
2023-01-31,Customer_009,Chicken Dips,12,7.85,94.22,2
2023-01-31,Customer_009,Cheese Dips,26,19.51,507.15,2
2023-01-31,Customer_009,Drinks,2,8.95,17.91,2
2023-01-31,Customer_009,Sauces,23,5.12,117.81,2
2023-01-31,Customer_009,Frozen Items,35,31.8,1113.13,2
2023-01-31,Customer_010,Chicken Dips,13,32.27,419.57,2
2023-01-31,Customer_010,Cheese Dips,45,20.7,931.46,2
2023-01-31,Customer_010,Drinks,7,43.28,302.98,2
2023-01-31,Customer_010,Sauces,35,10.59,370.77,2
2023-01-31,Customer_010,Frozen Items,20,49.59,991.84,2
2023-01-31,Customer_011,Chicken Dips,17,13.16,223.64,2
2023-01-31,Customer_011,Cheese Dips,37,46.69,1727.54,2
2023-01-31,Customer_011,Drinks,44,7.16,315.23,2
2023-01-31,Customer_011,Sauces,10,42.26,422.57,2
2023-01-31,Customer_011,Frozen Items,5,14.07,70.37,2
2023-01-31,Customer_012,Chicken Dips,7,12.39,86.74,2
2023-01-31,Customer_012,Cheese Dips,45,15.61,702.28,2
2023-01-31,Customer_012,Drinks,12,45.85,550.25,2
2023-01-31,Customer_012,Sauces,36,44.47,1601.06,2
2023-01-31,Customer_012,Frozen Items,25,35.73,893.35,2
2023-01-31,Customer_013,Chicken Dips,32,24.76,792.35,2
2023-01-31,Customer_013,Cheese Dips,45,33.08,1488.81,2
2023-01-31,Customer_013,Drinks,33,38.64,1275.2,2
2023-01-31,Customer_013,Sauces,9,15.45,139.05,2
2023-01-31,Customer_013,Frozen Items,35,22.62,791.58,2
2023-01-31,Customer_014,Chicken Dips,14,29.46,412.44,2
2023-01-31,Customer_014,Cheese Dips,37,15.31,566.33,2
2023-01-31,Customer_014,Drinks,20,10.26,205.21,2
2023-01-31,Customer_014,Sauces,12,19.98,239.72,2
2023-01-31,Customer_014,Frozen Items,15,20.07,301.06,2
2023-01-31,Customer_015,Chicken Dips,25,40.73,1018.28,2
2023-01-31,Customer_015,Cheese Dips,39,29.01,1131.22,2
2023-01-31,Customer_015,Drinks,26,30.79,800.59,2
2023-01-31,Customer_015,Sauces,20,38.86,777.16,2
2023-01-31,Customer_015,Frozen Items,48,40.04,1921.72,2
2023-01-31,Customer_016,Chicken Dips,17,6.51,110.65,2
2023-01-31,Customer_016,Cheese Dips,28,37.13,1039.72,2
2023-01-31,Customer_016,Drinks,29,44.45,1289.18,2
2023-01-31,Customer_016,Sauces,24,9.63,231.15,2
2023-01-31,Customer_016,Frozen Items,47,25.57,1201.56,2
2023-01-31,Customer_017,Chicken Dips,43,22.88,983.75,2
2023-01-31,Customer_017,Cheese Dips,35,11.75,411.12,2
2023-01-31,Customer_017,Drinks,17,37.5,637.52,2
2023-01-31,Customer_017,Sauces,45,5.55,249.71,2
2023-01-31,Customer_017,Frozen Items,2,36.23,72.46,2
2023-01-31,Customer_018,Chicken Dips,27,37.23,1005.16,2
2023-01-31,Customer_018,Cheese Dips,10,42.21,422.06,2
2023-01-31,Customer_018,Drinks,17,20.41,347.03,2
2023-01-31,Customer_018,Sauces,28,23.04,645.07,2
2023-01-31,Customer_018,Frozen Items,9,47.63,428.65,2
2023-01-31,Customer_019,Chicken Dips,52,31.38,1631.78,2
2023-01-31,Customer_019,Cheese Dips,8,32.52,260.12,2
2023-01-31,Customer_019,Drinks,30,44.25,1327.37,2
2023-01-31,Customer_019,Sauces,13,46.34,602.47,2
2023-01-31,Customer_019,Frozen Items,20,46.51,930.25,2
2023-01-31,Customer_020,Chicken Dips,14,34.31,480.36,2
2023-01-31,Customer_020,Cheese Dips,34,30.93,1051.72,2
2023-01-31,Customer_020,Drinks,43,8.1,348.36,2
2023-01-31,Customer_020,Sauces,34,38.14,1296.76,2
2023-01-31,Customer_020,Frozen Items,11,42.82,471.02,2
2023-01-31,Customer_021,Chicken Dips,47,10.53,494.74,2
2023-01-31,Customer_021,Cheese Dips,42,49.32,2071.35,2
2023-01-31,Customer_021,Drinks,43,10.61,456.22,2
2023-01-31,Customer_021,Sauces,35,19.95,698.13,2
2023-01-31,Customer_021,Frozen Items,11,28.35,311.82,2
2023-01-31,Customer_022,Chicken Dips,15,32.36,485.33,2
2023-01-31,Customer_022,Cheese Dips,15,38.49,577.37,2
2023-01-31,Customer_022,Drinks,20,41.13,822.57,2
2023-01-31,Customer_022,Sauces,37,32.17,1190.2,2
2023-01-31,Customer_022,Frozen Items,34,22.92,779.2,2
2023-01-31,Customer_023,Chicken Dips,30,43.86,1315.75,2
2023-01-31,Customer_023,Cheese Dips,28,20.59,576.4,2
2023-01-31,Customer_023,Drinks,37,26.64,985.59,2
2023-01-31,Customer_023,Sauces,34,31.42,1068.21,2
2023-01-31,Customer_023,Frozen Items,45,16.17,727.66,2
2023-01-31,Customer_024,Chicken Dips,47,27.43,1289.05,2
2023-01-31,Customer_024,Cheese Dips,26,6.52,169.64,2
2023-01-31,Customer_024,Drinks,26,21.31,554.0,2
2023-01-31,Customer_024,Sauces,39,14.9,581.27,2
2023-01-31,Customer_024,Frozen Items,1,34.86,34.86,2
2023-01-31,Customer_025,Chicken Dips,40,48.9,1955.97,2
2023-01-31,Customer_025,Cheese Dips,44,11.69,514.35,2
2023-01-31,Customer_025,Drinks,18,43.73,787.11,2
2023-01-31,Customer_025,Sauces,9,27.6,248.39,2
2023-01-31,Customer_025,Frozen Items,0,18.95,0.0,2
2023-01-31,Customer_026,Chicken Dips,10,24.21,242.06,2
2023-01-31,Customer_026,Cheese Dips,32,45.41,1453.2,2
2023-01-31,Customer_026,Drinks,13,6.64,86.38,2
2023-01-31,Customer_026,Sauces,45,31.44,1414.59,2
2023-01-31,Customer_026,Frozen Items,26,39.9,1037.37,2
2023-01-31,Customer_027,Chicken Dips,9,28.6,257.38,2
2023-01-31,Customer_027,Cheese Dips,14,23.03,322.48,2
2023-01-31,Customer_027,Drinks,19,39.44,749.38,2
2023-01-31,Customer_027,Sauces,28,13.19,369.23,2
2023-01-31,Customer_027,Frozen Items,47,47.58,2236.03,2
2023-01-31,Customer_028,Chicken Dips,21,17.18,360.85,2
2023-01-31,Customer_028,Cheese Dips,32,23.39,748.58,2
2023-01-31,Customer_028,Drinks,44,49.05,2158.28,2
2023-01-31,Customer_028,Sauces,32,44.01,1408.47,2
2023-01-31,Customer_028,Frozen Items,10,6.22,62.19,2
2023-01-31,Customer_029,Chicken Dips,35,16.42,574.87,2
2023-01-31,Customer_029,Cheese Dips,42,35.24,1479.88,2
2023-01-31,Customer_029,Drinks,29,9.68,280.86,2
2023-01-31,Customer_029,Sauces,42,13.03,547.45,2
2023-01-31,Customer_029,Frozen Items,44,30.05,1322.31,2
2023-01-31,Customer_030,Chicken Dips,21,9.47,198.97,2
2023-01-31,Customer_030,Cheese Dips,49,37.5,1837.6,2
2023-01-31,Customer_030,Drinks,35,41.31,1445.79,2
2023-01-31,Customer_030,Sauces,38,47.5,1804.94,2
2023-01-31,Customer_030,Frozen Items,17,14.22,241.81,2
2023-01-31,Customer_031,Chicken Dips,37,45.34,1677.4,2
2023-01-31,Customer_031,Cheese Dips,12,33.5,401.95,2
2023-01-31,Customer_031,Drinks,21,14.35,301.45,2
2023-01-31,Customer_031,Sauces,29,10.52,305.22,2
2023-01-31,Customer_031,Frozen Items,3,31.24,93.71,2
2023-01-31,Customer_032,Chicken Dips,42,45.17,1897.15,2
2023-01-31,Customer_032,Cheese Dips,48,20.38,978.33,2
2023-01-31,Customer_032,Drinks,14,42.13,589.82,2
2023-01-31,Customer_032,Sauces,29,31.56,915.33,2
2023-01-31,Customer_032,Frozen Items,30,33.09,992.6,2
2023-01-31,Customer_033,Chicken Dips,48,39.82,1911.48,2
2023-01-31,Customer_033,Cheese Dips,51,24.63,1255.91,2
2023-01-31,Customer_033,Drinks,21,47.68,1001.29,2
2023-01-31,Customer_033,Sauces,34,40.09,1363.03,2
2023-01-31,Customer_033,Frozen Items,10,44.08,440.81,2
2023-01-31,Customer_034,Chicken Dips,34,49.34,1677.61,2
2023-01-31,Customer_034,Cheese Dips,30,40.99,1229.8,2
2023-01-31,Customer_034,Drinks,38,26.82,1018.97,2
2023-01-31,Customer_034,Sauces,32,17.09,546.9,2
2023-01-31,Customer_034,Frozen Items,7,36.45,255.14,2
2023-01-31,Customer_035,Chicken Dips,34,16.6,564.57,2
2023-01-31,Customer_035,Cheese Dips,17,34.03,578.47,2
2023-01-31,Customer_035,Drinks,43,10.95,470.95,2
2023-01-31,Customer_035,Sauces,3,17.25,51.76,2
2023-01-31,Customer_035,Frozen Items,43,46.14,1984.17,2
2023-01-31,Customer_036,Chicken Dips,9,41.68,375.1,2
2023-01-31,Customer_036,Cheese Dips,15,17.33,259.99,2
2023-01-31,Customer_036,Drinks,26,23.24,604.14,2
2023-01-31,Customer_036,Sauces,13,42.34,550.4,2
2023-01-31,Customer_036,Frozen Items,42,9.8,411.43,2
2023-01-31,Customer_037,Chicken Dips,37,11.16,412.91,2
2023-01-31,Customer_037,Cheese Dips,49,16.99,832.63,2
